external_gene_name	mmusculus_homolog_associated_gene_name
RNA5SP492	
RN7SL774P	
RNU6ATAC36P	
RN7SKP95	
RNA5SP454	
RN7SL117P	
SNORD115-44	
RNU6ATAC15P	Gm24940
AC007325.2	Prodh
RNU6-3P	
RF02138	Gm27492
RNU1-14P	
RNU6-1154P	Gm24689
RNA5SP422	
RN7SL391P	
RNU6-163P	Gm24716
RNU6-493P	
GREM1	
RN7SL385P	
SNORA78	Snora78
RN7SL420P	
RNU1-45P	Gm24626
AL662852.3	
RNU6-729P	Gm22301
RNA5SP132	
RNU6-577P	
RNA5SP26	
RN7SKP108	Gm22987
RNU6-1311P	Gm23058
SNORD45A	
SNORA20B	Gm24615
RNU2-18P	Gm25007
MIR6859-2	
RNA5SP358	
SNORD116-1	Gm24153
SNORD116-1	Gm22128
SNORD116-1	Gm23265
SNORD116-1	Gm24264
SNORD116-1	Snord116l7
SNORD116-1	Gm25157
SNORD116-1	Gm22131
SNORD116-1	Gm22631
SNORD116-1	Gm24760
SNORD116-1	Gm22941
SNORD116-1	Snord116l10
SNORD116-1	Gm26201
SNORD116-1	Snord116l12
SNORD116-1	Gm24518
SNORD116-1	Gm26270
SNORD116-1	Gm26365
SNORD116-1	Snord116l1
SNORD116-1	Snord116l13
SNORD116-1	Gm23313
SNORD116-1	Gm25597
SNORD116-1	Gm22417
SNORD116-1	Gm26502
SNORD116-1	Snord116l5
SNORD116-1	Gm22812
SNORD116-1	Gm23862
SNORD116-1	Snord116l14
SNORD116-1	Gm22047
SNORD116-1	Gm22258
SNORD116-1	Snord116l17
SNORD116-1	Gm24618
SNORD116-1	Gm22863
SNORD116-1	Gm23089
SNORD116-1	Snord116l9
SNORD116-1	Gm25350
SNORD116-1	Snord116l16
SNORD116-1	Gm25074
SNORD116-1	Gm23141
SNORD116-1	Gm25615
SNORD116-1	Gm25944
SNORD116-1	Gm23446
SNORD116-1	Gm26032
SNORD116-1	Gm23953
SNORD116-1	Gm25155
SNORD116-1	Gm25471
SNORD116-1	Gm22046
SNORD116-1	Gm23767
SNORD116-1	Snord116l15
SNORD116-1	Gm25474
SNORD116-1	Gm22584
SNORD116-1	Gm25816
SNORD116-1	Gm24711
SNORD116-1	Gm26188
SNORD116-1	Gm22776
SNORD116-1	Gm23047
SNORD116-1	Gm25210
SNORD116-1	Snord116l3
SNORD116-1	Gm26097
SNORD116-1	Snord116l11
SNORD116-1	Gm22851
SNORD116-1	Gm26332
SNORD116-1	Gm26504
SNORD116-1	Snord116l2
SNORD116-1	Gm26433
SNORD116-1	Gm22285
SNORD116-1	Snord116l8
SNORD116-1	Snord116l4
SNORD116-1	Gm24609
SNORD116-1	Gm23619
SNORD116-1	Gm26246
SNORD116-1	Snord116l6
RNU6-1301P	Gm23106
MIR6729	
RNA5SP499	
AC006449.4	
SCARNA7	Gm22009
RNU6-1006P	
MIR186	Mir186
RN7SL483P	
RN7SL429P	
RNA5SP211	
RNU6-516P	Gm22101
RNU6-152P	
RNU4-89P	
RNA5SP247	
MIR7156	
RNU7-119P	
RN7SKP132	Gm22820
RN7SKP132	Gm22160
AC012314.21	
RNU7-27P	
RNU7-159P	
MIR6739	
RNU6-104P	
RNU4-1	Gm24265
RF00088	Gm23389
MIR1915	
RF02271	Gm27401
RN7SL62P	
RN7SL231P	
RNA5SP116	
RNU6-270P	Gm24805
MIR548F1	
RNA5SP468	
RNU6-293P	Gm24817
RNA5SP128	
SCARNA16	Gm26083
MIR608	
RNU6-130P	Gm22838
RNU6-1112P	
RF00492	Gm27653
RNU6-1313P	Gm23901
RNU6-1134P	Gm24517
RF01879	Gm27587
RNA5SP280	
MIR1343	
RNU6-909P	
RN7SL753P	
RNA5SP76	
RNU6-925P	Gm23614
MIR548AR	
RNA5SP341	
RNU7-183P	
RN7SKP237	
MIR1197	
RNU6-463P	
RN7SKP184	
RN7SL673P	
MIR329-2	
RNA5SP150	n-R5s130
RNA5SP150	Gm24312
RNA5SP150	n-R5s106
RNA5SP150	n-R5s118
RN7SL808P	Gm22876
ABBA01000935.1	
RF02271	Gm27457
SNORD116-17	
SNORD115-30	
RNU6-95P	
MIR539	
RNU6-840P	
RNA5SP129	
RN7SKP75	
RN7SL45P	
RNU4ATAC3P	
RF01953	RF01953
RNU6-613P	
MIR4715	
RNU6-1337P	Gm25864
RNU6-448P	
MIR1273H	
RN7SKP175	
RNU6-663P	Gm23093
RNU4ATAC13P	
RNA5SP185	
SNORA11G	
RNU4-35P	Gm26393
MIR6789	
RN7SL49P	
RF00603	Gm23839
RN7SL228P	
RF00152	Mir5117
MIR4436A	
RN7SL720P	
RN7SL74P	
RNU6-763P	
RNU6-240P	
MIR561	
RNA5SP336	
RNA5SP70	
AC236040.1	
MIR548AQ	
RN7SKP280	
RN7SKP124	
RF00285	Gm22871
ACP2	Acp2
RN7SL567P	Gm22649
RNU6-666P	
MIR5681A	
RNU6-1149P	
RNA5SP297	
RNU1-67P	
RNU1-11P	Gm22456
SNORD113-1	Gm22962
RNU7-28P	
MIR1206	
RNU6-222P	Gm24414
MIR4668	
RN7SL799P	Gm22567
RNU6-1054P	
RPPH1-2P	Gm22817
RNU4-84P	
MIR374B	Mir374b
RNU6-241P	
RN7SKP160	
SNORD115-38	
RNU7-193P	
RNU6-1128P	Gm25525
SNORD3D	Rnu3a
RN7SL854P	
RNU6-362P	
RF02179	Gm27755
RF00090	
RNU6-131P	
RNU6-635P	Gm22612
MTMR10	
ST13P19	
RNA5SP155	
RNU6-312P	Gm24381
RNU6-261P	Gm25565
RN7SL145P	
RN7SL794P	Gm22876
RN7SKP25	Gm22025
SNORA1B	Gm22620
RNU6-1144P	Gm22148
SCARNA4	Gm26413
SCARNA4	Gm22813
SCARNA4	Gm23370
SCARNA4	Gm22897
SCARNA4	Gm25820
RNA5SP77	
RNU6-399P	Gm25968
RNU6-399P	Gm25797
RNU6-399P	Gm22281
RNU6-544P	
RNA5SP357	
RF00019	Gm22431
SNORD89	Snord89
RNU6ATAC38P	
RNU1-96P	Gm25926
RN7SKP99	
RN7SKP194	
RNU6-523P	
RNU6-65P	
RN7SKP256	Gm22596
SNORD116-4	Gm24153
SNORD116-4	Gm22128
SNORD116-4	Gm23265
SNORD116-4	Gm24264
SNORD116-4	Snord116l7
SNORD116-4	Gm25157
SNORD116-4	Gm22131
SNORD116-4	Gm22631
SNORD116-4	Gm24760
SNORD116-4	Gm22941
SNORD116-4	Snord116l10
SNORD116-4	Gm26201
SNORD116-4	Snord116l12
SNORD116-4	Gm24518
SNORD116-4	Gm26270
SNORD116-4	Gm26365
SNORD116-4	Snord116l1
SNORD116-4	Snord116l13
SNORD116-4	Gm23313
SNORD116-4	Gm25597
SNORD116-4	Gm22417
SNORD116-4	Gm26502
SNORD116-4	Snord116l5
SNORD116-4	Gm22812
SNORD116-4	Gm23862
SNORD116-4	Snord116l14
SNORD116-4	Gm22047
SNORD116-4	Gm22258
SNORD116-4	Snord116l17
SNORD116-4	Gm24618
SNORD116-4	Gm22863
SNORD116-4	Gm23089
SNORD116-4	Snord116l9
SNORD116-4	Gm25350
SNORD116-4	Snord116l16
SNORD116-4	Gm25074
SNORD116-4	Gm23141
SNORD116-4	Gm25615
SNORD116-4	Gm25944
SNORD116-4	Gm23446
SNORD116-4	Gm26032
SNORD116-4	Gm23953
SNORD116-4	Gm25155
SNORD116-4	Gm25471
SNORD116-4	Gm22046
SNORD116-4	Gm23767
SNORD116-4	Snord116l15
SNORD116-4	Gm25474
SNORD116-4	Gm22584
SNORD116-4	Gm25816
SNORD116-4	Gm24711
SNORD116-4	Gm26188
SNORD116-4	Gm22776
SNORD116-4	Gm23047
SNORD116-4	Gm25210
SNORD116-4	Snord116l3
SNORD116-4	Gm26097
SNORD116-4	Snord116l11
SNORD116-4	Gm22851
SNORD116-4	Gm26332
SNORD116-4	Gm26504
SNORD116-4	Snord116l2
SNORD116-4	Gm26433
SNORD116-4	Gm22285
SNORD116-4	Snord116l8
SNORD116-4	Snord116l4
SNORD116-4	Gm24609
SNORD116-4	Gm23619
SNORD116-4	Gm26246
SNORD116-4	Snord116l6
RNU6-461P	
RNA5SP202	
RN7SL835P	
RF00413	
SNORA81	
RNU6ATAC25P	Gm24940
RF00096	Gm24439
RNU6-445P	
MIR6079	
RNU6-620P	
SNORD126	
SNORD114-3	
RN7SL272P	
RN7SL278P	
AC099677.6	
SNORD7	Snord7
RNU6-4P	
RN7SL57P	
RN7SL698P	
RNU6ATAC37P	
MIR4257	
RNU2-63P	
SNORD8	Snord8
RNU6-1104P	
MIR765	
RNU7-134P	
RNU1-2	
RNU6-654P	
RNU6-618P	Gm25935
RNU6-272P	
MIR4481	
RNY4P13	
RNA5SP438	
RNA5SP220	
RNU6-194P	Gm25654
RNU6-194P	Gm23378
MIR19A	Mir19a
RNU6-83P	
RN7SKP93	
RNU11-5P	Gm24890
RNU11-5P	Gm25097
RNU11-5P	Gm25785
SNORD115-32	
RF02271	Gm27540
RNU1-38P	Gm25440
RNU2-4P	
RNA5SP452	
MIR4506	
RF02271	Gm27820
RF02202	
RNU6ATAC26P	
RNU6-902P	
RNA5SP325	
MIR136	
SNORD115-21	
RN7SL72P	Gm22649
RF00411	Gm24438
RF00218	
RNU6-207P	Gm22392
MIR4539	
RNU6-968P	Gm23851
SNORD125	Gm24958
SNORD113-4	Gm23474
RF00284	Gm26224
RF02271	Gm27993
MIR4507	
MIR194-1	Mir194-1
AC012314.12	
SNORD114-16	Gm23347
RN7SKP70	Gm23081
RN7SKP70	Gm24065
RF02146	
MIR6881	
MIR8054	
SNORD18A	Gm23344
SCARNA12	Gm23547
RN7SL187P	Gm22876
RN7SL600P	
MIR6766	
RNU6-354P	Gm25579
MIR129-2	Mir129b
RF00026	Gm22764
MIR3180-1	
RF00017	Gm27853
MIR6751	
MIR4309	
RNU7-143P	
RNU6-653P	Gm22242
MIR4526	
RNU6-604P	Gm22753
RF01684	Gm27702
MIR627	
MIR1827	
MIR607	
RN7SL689P	
SNORD2	Snord2
RNA5SP166	
RNU6-190P	Gm24655
MIR520E	
RNU6-576P	
MIR7106	
MIR4311	
MIR708	Mir708
RNA5SP68	
MIR519B	
SNORD28	Gm24453
RNU6-279P	
RN7SKP98	
RNU6-174P	
MIR3183	
RN7SKP183	Gm23781
RN7SKP183	Gm24685
RN7SKP183	Gm23591
MIR5009	
RN7SL448P	
MIR1247	
MIR516B1	
RNU6-223P	
MIR423	Mir423
MIR4520-2	
RF00017	Gm26461
SNORA18	Gm24769
SNORA18	Gm26186
RNA5SP483	
MIR21	Mir21a
AC136352.4	
MIR372	Mir291b
MIR372	Mir294
MIR548D2	
MIR5089	
RN7SL152P	
RN7SL416P	Gm27853
MIR1270	
MIR4436B2	
RNA5SP330	
MIR4433B	
MIR5190	
MIR6796	
RNU6-497P	
MIR6871	
RF00026	Gm22929
RF01182	
MIR3129	
AC145212.1	
MIR6885	
RNA5SP38	
MIR769	
MIR3648-2	
MIR1292	
MIR639	
RNU6-14P	
RNU5A-6P	
MIR548BA	
MIR4755	
MIR563	
RNU6-826P	Gm24960
MIR663B	
MIR191	Gm24083
RNU1-29P	Gm24626
RNU6-389P	Gm26485
MIR4533	
MIR6827	
MIR6809	
SNORD113-3	Gm24564
MIR5705	
MIR6724-4	
MIR548AE2	
RN7SKP33	
RN7SL319P	
RNU2-58P	
MIR3195	
MIR3936	
MIR3619	
MIR8089	
MIR6501	
RN7SL326P	
MIR548A1	
MIR6731	
RNA5SP192	
MIR4646	
MIR8053	
MIR4534	
MIR7111	
MIR4424	
MIR550B2	
RN7SKP292	
MIR4639	
AC003070.6	
MIR944	
MIR4464	
MIR6749	
MIR5692A2	
MIR6835	
RF00265	Gm22784
AC213203.1	
MIR4300	
MIR6133	
MIR218-1	Mir218-1
MIR2113	
MIR1264	
MIR617	
AC011476.10	
AC021590.1	
MIR513B	
MIR340	Mir340
MIR592	Mir592
MIR4704	
RN7SL428P	
RNU6-703P	
MIR182	
RN7SL215P	
MIR4647	
MIR4511	
RNY1P5	
MIR661	
RF00019	Rny1
MIR489	Mir489
RNA5SP20	
MIR1538	
RNU1-33P	Gm23121
RNU1-33P	Gm26150
RNU1-33P	Gm26361
RNU6-226P	
RNU2-30P	Gm23517
RNU2-30P	Gm23744
MIR7150	
MIR548O	
RNU6-885P	
MIR744	Mir744
RNU6-1040P	
SNORD109A	
RNU6-438P	
MIR599	
MIR515-2	
RNU4-30P	
RNA5SP526	Gm27959
RNA5SP275	
MIR4471	
RNU6-1114P	Gm24842
SNORD38A	Snord38a
MIR4269	
MIR6852	
RNU7-126P	
RNU2-37P	
MIR296	
RN7SL675P	
MIR98	Mir98
RNU6-854P	Gm23460
RNU6-341P	Gm27942
RN7SL809P	
MIR564	
AC007325.3	
MIR3202-2	
MIR3138	
RNA5SP161	
RF02132	Gm27605
RN7SKP173	
RNU6-1083P	
MIR1305	
RNU6-403P	
RNA5SP122	
RN7SL700P	Gm24514
MIR548AI	
RNU4-7P	
RN7SKP135	Gm25807
AC012314.22	
MIR3918	
RNU6-77P	Gm22067
RNU6-77P	Gm25792
RNU6-77P	Gm22960
RN7SL163P	
MIR548A3	
SNORD1A	Snord1a
RF02158	
RN7SL615P	
RNU6-460P	
MIR3651	
RNU6-316P	
RF00561	Gm26251
RF00561	Gm22186
RF00561	Gm23351
RF00561	Gm24173
RF00561	Gm24726
RF00561	Gm23338
RF00561	Gm26306
RF00561	Gm22382
RF00561	Gm25500
RF00561	Gm25183
RF00561	Gm23320
RF00561	Gm24183
RF01299	Snord2
RN7SL317P	
MIR3202-1	
RNU6-667P	
RNY3P11	
SNORD92	Snord92
RNU6-34P	Gm24863
RN7SL330P	
RNU6-1207P	
RNU6-531P	Gm22607
RNA5SP458	
RNU6-1016P	Gm25879
RN7SL787P	Gm27853
RNU11-2P	Gm24890
RNU11-2P	Gm25097
RNU11-2P	Gm25785
AC012531.5	
RNU6-88P	
RF01992	Vis1
RNA5SP279	
RNU6-927P	Gm24842
RNU7-25P	
RNU6ATAC5P	
RNU6ATAC9P	Gm24940
SNORA5C	Snora5c
SNORD115-39	
RN7SL472P	
RNA5SP295	
RNU6-725P	
SNORD48	Gm25744
RF00108	
RN7SKP222	
RN7SL269P	
RNA5SP487	
SNORA22B	Gm24559
SNORA22B	Gm23245
RN7SL465P	
OBP2B	
RNU7-38P	
RN7SL68P	Gm22876
RNU6-409P	
RF00324	
RN7SL509P	
RNU4-23P	
RNU7-180P	
RF01928	Gm27528
RNA5SP311	
RNU6-1190P	
RN7SL713P	
RNU6ATAC7P	Gm23336
SNORD114-27	Gm25224
RN7SL559P	
RNU6-453P	
RNU6ATAC22P	Gm24940
RN7SKP191	
RNU6-588P	Gm23691
CR753845.2	
RF02271	Gm27348
RNU2-6P	
RNA5SP249	
RN7SKP296	
RNA5SP164	
SNORD36C	
RN7SKP120	
MIR1262	
SNORD43	
RNA5SP187	
RF01882	Gm27640
RNA5SP61	
RNY4P20	
MIR511	Mir511
RNU4-2	Gm24407
RN7SL597P	
RF02103	
RNU6-127P	
MIR8086	
RNU7-116P	
RN7SL273P	
MIR6879	
RNU6-1296P	
RNA5SP178	
MIR203A	
RNY1P12	Rny1
RNU6-246P	
SNORD94	Gm22486
RNU4-91P	
MIR4423	
MIR5195	
RNU7-176P	
MIR4258	
MIR4717	
RN7SL764P	
MIR4671	
MIR3179-1	
RNU6-1304P	Gm22101
RN7SL356P	
MIR548AK	
MIR4434	
RNU7-172P	
RF00056	
RNU6-834P	
RNU6-829P	Gm24072
RNU6-829P	Gm23552
RNU6-829P	Gm23977
RNU6-829P	Gm24676
RNU6-829P	Gm24712
RNU6-829P	Gm22555
RNU6-829P	Gm22621
MIR4482	
MIR3133	
RNA5SP385	
RF00003	Gm24977
RF00003	Gm25513
RN7SL63P	
MIR6073	
AC012087.1	
RNU6-73P	Gm25453
RN7SKP78	
RNU7-151P	
MIR548K	
MIR4451	
FAN1	
RNU6-917P	
RN7SL18P	
MIR4693	
RNU6-157P	
MIR297	
RNU6-737P	
MIR6763	
RNU6-454P	
RNU6-781P	Gm26484
MIR580	
RN7SKP71	Gm23973
RNU1-97P	Gm23050
RNU1-97P	Gm24692
RNU1-97P	Gm26057
RNU1-97P	Gm23727
RNU1-97P	Gm25730
MIR3173	
MIR548B	
RNY1P7	
RNU6-645P	Gm23817
MIR4508	
RNU6-1234P	Gm26360
RNU6-1234P	Gm25457
SNORD114-10	
MIR1183	
MIR3670-1	
RF00273	Mir677
MIR937	
RNA5SP285	
RF00568	Gm24233
RF00568	Gm24988
RF00568	Snora26
RF00568	Gm22786
RN7SL840P	
MIR196A1	
MIR1184-1	
MIR4524A	
RNA5SP281	
RF00402	Gm22435
RNU6-712P	
RNU6-1292P	
RNU6-1338P	
RNA5SP360	
MIR1539	
RF00345	
AC142525.4	
RN7SKP208	Gm25455
SNORA67	Gm26494
SNORA67	Gm25480
SNORA67	Gm24493
SNORA67	Gm25697
SNORA67	Gm24147
SNORA67	Gm24151
SNORA67	Gm24029
MIR3190	
RNU6-297P	RF00026
RN7SKP178	Gm24441
MIRLET7E	Mirlet7e
RNU6-1131P	
RNVU1-7	
MIR6077	
MIR499B	
MIR1182	
RNU6-986P	
RN7SL366P	
MIR5739	
RNU6-1327P	
RNU6-550P	Gm25814
RNU7-3P	
MIR4296	
RNA5SP408	
MIR569	
RNU6-701P	Gm22301
RN7SL823P	
MIR4489	
RNU6-838P	
MIR571	
RNU6-839P	Gm22392
ARHGAP11A	
RN7SKP199	
MIR6753	
RNU7-160P	
MIR4285	
RNU6-558P	Gm23940
RNU6-860P	
MIR5007	
RNU6-449P	
MIR3686	
RNA5SP494	
SNORD37	Snord37
MIR622	
RN7SKP55	
RNU6-1124P	Gm25633
RNU6-1280P	
MIR892A	
RN7SKP4	Gm26476
RN7SKP4	Gm27500
AC005086.4	
MIR4512	
RNU6-381P	
RN7SL309P	
RF02183	
RNU6-561P	
MIR513A2	
RNU6-196P	Gm23966
MIR4733	
RNA5SP224	
RNA5SP346	
RNU5F-3P	
MIR6716	
MIR4727	
RNU6-476P	Gm24925
RNU6-958P	Gm25897
SNORA10	Gm26418
SNORD68	Snord68
RF02091	Gm27545
RNU6-1269P	
MIR3913-1	
RF00072	Gm22972
RF00072	Gm22338
MIR302F	
RN7SL536P	
RNA5SP481	
RNU4-34P	Gm25279
MIR4304	
RNU6-247P	
RNU1-35P	Gm23972
MIR181D	
RNU6-1191P	Gm23431
RNU6-1191P	Gm25371
AC068724.2	
RF00405	Gm22341
MIR4308	
RNA5SP522	
RNA5SP236	
RN7SL733P	
RF01225	Gm22156
MIR4530	
RNU6-1175P	
RNU6-928P	
MIR3680-1	
RNU2-52P	
SNORA71A	
MIR124-3	Mir124a-3
RNU7-70P	
RF00560	Gm23321
RF00560	Gm23674
RF00560	Gm22439
RF00560	Gm22138
RF00560	Gm23596
RF00560	Gm22337
RF00560	Gm25756
RF00560	Gm25608
RF00560	Gm25417
RF00560	Gm25344
RF00560	Gm23129
RF00560	Gm22034
RF00560	Gm24719
MIR3935	
RNU7-156P	
MIR378B	
MIR6792	
SNORA36B	Snora36b
RF02130	Gm27869
AC026369.8	
RF00285	Gm22394
RNU4-55P	Gm25177
MIR8060	
MIR548AD	
RNU6-566P	Gm24631
RNU6-1186P	Gm25895
RNU1-21P	Gm22658
MIR1255B1	
RNU6-774P	
MIR6724-1	
RF00410	Gm22806
RF00410	Snora2b
RF00410	Gm22704
WNT3	
RF00156	Gm25391
RF02173	Gm27698
AC098818.3	
MIR6736	
RNU6-412P	Gm26084
RF02271	Gm27617
MIR3200	
MIR921	
MIR219A1	
RNA5SP474	
RNU1-143P	Gm24671
RNU6-421P	Gm22287
RNA5SP55	
MIR3122	
RNU6-49P	Gm26128
MIR548I3	
MIR1324	
RN7SL538P	Gm22567
RN7SL569P	Gm27853
RNA5SP118	
MIR31	Mir31
MIR3620	
RNU6-1324P	Gm24498
RNU6-1324P	Gm23205
AC006518.8	
RNU7-12P	
MIR6083	
SNORA16B	
MIR192	Mir192
RNU2-64P	
MIR3910-1	
SNORD1B	
MIR302D	Mir302d
RNU6-262P	Gm25257
RNU6-262P	Gm24268
RNU6ATAC6P	
MIR6752	
MIR3154	
RN7SL530P	Gm27853
RNA5SP400	
MIR6833	
RNU1-49P	Gm24671
AC012314.24	
RNU6-198P	
MIR196A2	Mir196a-2
RN7SKP74	
MIR548AJ2	
RNU6-1210P	
MIR34A	Mir34a
MIR548AX	
MIR4497	
MIR767	
SNORA10B	
RF00134	Gm26457
RN7SL659P	Gm22876
RNU1-150P	
RNA5S14	
MIR448	Mir448
MIR4684	
MIR1283-1	
RF00421	
RN7SKP291	
SNORD17	Snord17
MIR4253	
RNY4P9	
ABO	
AL593848.2	
SNORD67	Snord67
SNORA70C	
MIR4783	
RN7SL498P	Gm22876
RN7SL201P	
RNU6-978P	
MIR6734	
RNA5SP308	
RF02161	
MIR1289-1	
RNU6-397P	Gm22612
RN7SL229P	
RNU6-1	Gm25064
MIR1261	
RF00016	Snord14a
RNU6-485P	
RNU7-84P	
SURF1	
MIR8069-2	
RNU6-798P	
RN7SL396P	Gm22701
SNORA11	
MIR92A1	
RNU6-634P	Gm25599
RN7SKP127	
MIR4764	
RNU1-76P	
RNU6-715P	
RNU6-289P	
MIR1233-1	
RN7SKP143	Gm24632
MIR1281	
MIR4513	
RNA5SP453	
RN7SL26P	
RNU1-85P	Gm23099
RF00017	Gm22649
MIR4787	
MIR6770-2	
RN7SL208P	Gm27853
RN7SL87P	Gm25687
SNORD114-6	
RN7SKP293	Gm22959
AC001228.1	
MIR3670-4	
RNU6-455P	Gm24356
MIR218-2	Mir218-2
RN7SL105P	
RNU1-4	
RF02119	Gm27798
MIR122	Mir122
MIR3912	
RF00275	
RNU6-221P	
RNU6-660P	
SNORA48B	
SNORA108	Gm24453
SNORA61	Gm23514
SNORA61	Snora61
SNORA61	Gm23443
MIR5683	
MIR1199	
RNA5SP175	
RN7SL180P	
RN7SKP260	
RNU6-866P	
RN7SL851P	Gm22649
MIR3662	
RNA5SP189	
MIR6799	
SNORD13D	
SNORA21	Gm23795
SNORA21	Snora21
SNORA21	Gm25821
SNORD83B	Snord83b
RNU6-664P	
RF00604	Gm25108
RF00150	
MIR4648	
RNA5-8SP7	
MIR128-1	Mir128-1
RNA5SP429	
RNU6-945P	
SNORD115-27	
MIR219A2	Mir219a-2
MIR562	
RNU6-596P	
AC233755.1	Ighv3-3
AC233755.1	Ighv12-3
AC233755.1	Ighv3-4
AC233755.1	Ighv3-8
AC233755.1	Ighv3-1
AC233755.1	Ighv3-5
AC233755.1	Ighv3-6
RNU6-686P	
MIR4769	
RN7SKP105	
SNORA28	Snora28
SNORA28	Gm23034
SNORD114-4	
RNU6-591P	Gm23229
RF00406	
RNU6-642P	Gm26468
RNU6-642P	Gm22079
AC002059.2	
RN7SL488P	
RNA5SP426	
RNU6-160P	
MIR3611	
RNU2-69P	
RNU6-1036P	
RNU6-236P	
MIR658	
RNU6-271P	Gm24182
RNU6-271P	Gm23095
RNU6-281P	
MIR6128	
RNU6ATAC17P	Gm22713
RNU1-80P	Gm23464
MIRLET7G	Mirlet7g
RN7SL435P	Gm24514
RNU6-803P	
CRHR1	
SNORA20	Snora20
SNORD114-26	
RN7SKP172	
MIR3164	
RNA5S17	n-R5s103
RNA5S17	n-R5s100
RNA5S17	n-R5s143
RNA5S17	n-R5s111
RNA5S17	n-R5s138
RN7SKP179	Gm23548
RN7SKP179	Gm22038
RN7SKP179	Gm22561
SNORA3B	Gm24888
RNU6ATAC2P	
MIR4653	
RNU6-337P	
MIR6756	
RN7SL643P	
RNU6-707P	
RNU4-15P	
RNU6-32P	
MIR4662A	
RNA5S1	n-R5s107
RN7SL153P	
RN7SKP81	
MIR548X2	
RF01169	
RNU6-1317P	
MIRLET7D	Mirlet7d
RN7SKP44	
RNU1-74P	
RN7SL308P	Gm22649
MIR762	
RNU7-52P	
RNU4-67P	
MIR548AN	
MIR3182	
SNORD4A	Snord4a
RNU6-900P	
RN7SKP140	
RNU6-702P	
RNU6-1113P	
RN7SKP211	
RNU6-1262P	Gm23507
RN7SL836P	
RNU7-35P	
MIR6778	
RF02148	
MIR4738	
RN7SL332P	
RNU6-1197P	
RN7SL75P	
RNU6-243P	
MIR4255	
RNU6-1293P	
MIR6786	
RN7SL73P	Gm25574
RN7SL73P	Gm27651
RF00340	
RNU6-358P	
RNU4-73P	
RF00423	Gm22813
RF00423	Gm23370
RF00423	Gm25820
RF00423	Gm25058
RF00423	Gm22897
RF00423	Gm26039
RF00423	Gm26413
RF00423	Gm25825
RNA5SP486	
MIR2682	
RN7SL627P	
SNORD105B	Gm23008
RF00568	Gm23593
MIR6806	
RNA5SP237	
MIR6738	
RNA5SP218	
RNA5SP405	
RNU5A-4P	
SNORD1C	Snord1b
SNORD1C	Gm24253
SNORD1C	Snord1c
SNORD45B	Snord45b
MIR4435-1	
RNU4-4P	
RNU6-347P	Gm25401
MIR4654	
SNORD83A	Gm22077
RNU6-11P	Gm25141
SNORA63E	Gm25852
RNU2-61P	
MIR301B	Mir301b
RN7SL447P	
RN7SL741P	
MIR4742	
RN7SL737P	
RNA5SP159	
RNU7-115P	
RNA5SP514	
MIR302C	Mir302c
RN7SKP174	
RN7SL151P	
MIR5699	
MIR4799	
RN7SL140P	
SNORD114-25	
RF00411	
MIR3160-1	
RNU6-380P	
RNU6-107P	
RNU6-36P	Gm23731
MIR6832	
MIR125B1	Mir125b-1
RNA5SP270	
AC018816.2	
RNU6-539P	
RNA5SP62	
RN7SL125P	
RNU6-1271P	Gm23958
RNA5SP208	
MIR148B	Mir148b
MIR183	Mir183
SNORD116-30	Gm22373
RNA5SP497	
MIR204	Mir204
SNORA80E	Gm25945
RNU6-416P	
MIR433	Mir433
AL627230.3	
RF00568	Gm24729
RN7SL164P	
MIR1302-8	
RYBP	
RNU6-972P	
MIR5094	
SNORD21	Snord21
RNA5SP198	
RNU6-563P	
MIR3927	
RNU6-1140P	
MIR3175	
RNU6-911P	
RN7SL343P	
MIR1302-10	
MIR3915	
RNA5SP418	
SNORD116-8	Gm24153
SNORD116-8	Gm22128
SNORD116-8	Gm23265
SNORD116-8	Gm24264
SNORD116-8	Snord116l7
SNORD116-8	Gm25157
SNORD116-8	Gm22131
SNORD116-8	Gm22631
SNORD116-8	Gm24760
SNORD116-8	Gm22941
SNORD116-8	Snord116l10
SNORD116-8	Gm26201
SNORD116-8	Snord116l12
SNORD116-8	Gm24518
SNORD116-8	Gm26270
SNORD116-8	Gm26365
SNORD116-8	Snord116l1
SNORD116-8	Snord116l13
SNORD116-8	Gm23313
SNORD116-8	Gm25597
SNORD116-8	Gm22417
SNORD116-8	Gm26502
SNORD116-8	Snord116l5
SNORD116-8	Gm22812
SNORD116-8	Gm23862
SNORD116-8	Snord116l14
SNORD116-8	Gm22047
SNORD116-8	Gm22258
SNORD116-8	Snord116l17
SNORD116-8	Gm24618
SNORD116-8	Gm22863
SNORD116-8	Gm23089
SNORD116-8	Snord116l9
SNORD116-8	Gm25350
SNORD116-8	Snord116l16
SNORD116-8	Gm25074
SNORD116-8	Gm23141
SNORD116-8	Gm25615
SNORD116-8	Gm25944
SNORD116-8	Gm23446
SNORD116-8	Gm26032
SNORD116-8	Gm23953
SNORD116-8	Gm25155
SNORD116-8	Gm25471
SNORD116-8	Gm22046
SNORD116-8	Gm23767
SNORD116-8	Snord116l15
SNORD116-8	Gm25474
SNORD116-8	Gm22584
SNORD116-8	Gm25816
SNORD116-8	Gm24711
SNORD116-8	Gm26188
SNORD116-8	Gm22776
SNORD116-8	Gm23047
SNORD116-8	Gm25210
SNORD116-8	Snord116l3
SNORD116-8	Gm26097
SNORD116-8	Snord116l11
SNORD116-8	Gm22851
